,Input.image,Input.image,absolute-clarity-vs-relative-clarity,multiplicity-vs-unity,Linearly-vs-Painterly,Planar-vs-Recessional,closed-form-vs-open-form,amusement,anger,awe,contentment,disgust,excitement,fear,sadness,something else,overall_negative,overall_positive,overall_something
70,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000665.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000665.png,0.7,0.6,0.8,0.6,0.6,0,0,1,0,0,0,1,2,1,1,0,0
71,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000673.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000673.png,0.75,0.55,0.95,0.5,0.6,1,0,0,0,2,1,0,1,0,1,0,0
72,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000676.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000676.png,0.7,0.7,0.95,0.7,0.85,0,0,1,0,0,1,1,1,1,0,1,0
73,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000690.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000690.png,0.7,0.6,0.75,0.6,0.75,0,0,0,1,0,1,3,0,0,1,0,0
74,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000694.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000694.png,0.6,0.6,0.65,0.5,0.65,0,0,1,1,0,1,2,0,0,0,1,0
75,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000731.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000731.png,0.7,0.4,0.4,0.4,0.55,0,0,1,0,1,1,1,1,0,1,0,0
76,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000733.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000733.png,0.6,0.55,0.8,0.45,0.45,1,0,2,0,0,0,0,1,1,0,1,0
77,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000739.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000739.png,0.7,0.5,0.95,0.85,0.55,0,0,3,1,0,0,1,0,0,0,1,0
78,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000764.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000764.png,0.75,0.75,0.85,0.4,0.25,0,0,1,0,1,0,2,0,1,1,0,0
79,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000769.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000769.png,0.5,0.4,0.45,0.55,0.55,0,0,3,1,1,0,0,0,0,0,1,0
80,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000786.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000786.png,0.6,0.45,0.65,0.65,0.5,2,0,0,0,1,1,0,0,1,0,1,0
81,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000788.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000788.png,0.6,0.75,0.8,0.5,0.5,0,0,1,1,0,0,0,1,2,0,1,0
82,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000789.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000789.png,0.7,0.45,0.85,0.3,0.8,0,0,0,1,2,1,1,0,0,1,0,0
83,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000819.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000819.png,0.75,0.55,0.95,0.65,0.6,0,0,0,2,0,1,2,0,0,0,1,0
84,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000826.png,https://crw2020.s3-us-west-2.amazonaws.com/sg2/KL-ST2_human_evaluation/highest_NN_dist000826.png,0.75,0.65,0.7,0.5,0.6,0,0,0,2,2,0,0,0,1,0,1,0
